rank,registered_business_name,abn,anzsic_code,number_of_tenders,anzsic_score,tender_score,lead_score
1,ATCO POWER AUSTRALIA (KARRATHA) PTY LTD,15132830043,2611,3451,5,5.0,5.0
2,BIG COUNTRY (AUSTRALIA) PTY LTD,26066611863,0171,3443,5,5.0,5.0
3,BUMA AUSTRALIA PTY LTD,28649634579,0600,14312,5,5.0,5.0
4,CHEVRON AUSTRALIA PTY LTD,29086197757,0700,3677,5,5.0,5.0
5,EDL PROJECTS (AUSTRALIA) PTY LTD,37084776616,2611,3560,5,5.0,5.0
6,ENERGY BRIX AUSTRALIA CORPORATION PTY LTD,79074736833,2611,3782,5,5.0,5.0
7,ENI AUSTRALIA LIMITED,40009475389,0700,5260,5,5.0,5.0
8,ESSO AUSTRALIA PTY LTD,49000018566,0700,14317,5,5.0,5.0
9,FQM AUSTRALIA NICKEL PTY LTD,92135761465,0990,3494,5,5.0,5.0
10,GYPSUM RESOURCES AUSTRALIA PTY. LIMITED,65008021449,0990,1393,5,5.0,5.0
11,HEIDELBERG MATERIALS AUSTRALIA PTY LTD,90009679734,0911,3440,5,5.0,5.0
12,HEIDELBERG MATERIALS AUSTRALIA RESOURCE RECOVERY PTY LTD,59006299832,2921,3439,5,5.0,5.0
13,HESS EXPLORATION AUSTRALIA PTY LIMITED,37122238699,0700,1393,5,5.0,5.0
14,IBERDROLA AUSTRALIA SAGT PTY LIMITED,77635710360,2611,1395,5,5.0,5.0
15,IMERYS TALC AUSTRALIA PTY LTD,62095284469,0990,3439,5,5.0,5.0
16,JADESTONE ENERGY (AUSTRALIA) PTY LTD,48613671819,0700,3605,5,5.0,5.0
17,MACH ENERGY AUSTRALIA PTY LTD,34608495441,0600,3636,5,5.0,5.0
18,MOBIL EXPLORATION & PRODUCING AUSTRALIA PTY LTD,81004588827,0700,3439,5,5.0,5.0
19,NEXEN PETROLEUM AUSTRALIA PTY LIMITED,71086689616,0700,1393,5,5.0,5.0
20,NORTHERN OIL & GAS AUSTRALIA PTY LTD,25607646579,0700,3440,5,5.0,5.0
21,ORICA AUSTRALIA PTY LTD,99004117828,2922,14322,5,5.0,5.0
22,PEABODY ENERGY AUSTRALIA PCI (C&M MANAGEMENT) PTY LTD,65077890932,0600,3641,5,5.0,5.0
23,RATCH AUSTRALIA COLLINSVILLE PTY LTD,84058436847,2611,3439,5,5.0,5.0
24,RATCH-AUSTRALIA KEMERTON PTY LTD,69106619112,2611,3439,5,5.0,5.0
25,RATCH-AUSTRALIA TOWNSVILLE PTY LIMITED,65075001991,2611,1393,5,5.0,5.0
26,REMONDIS AUSTRALIA PTY LTD,95002429781,2921,3506,5,5.0,5.0
27,SHELL AUSTRALIA FLNG PTY LTD,32008551068,0700,3442,5,5.0,5.0
28,SUVO MINERALS AUSTRALIA PTY LTD,51004584141,0990,3439,5,5.0,5.0
29,VEOLIA ENVIRONMENTAL SERVICES (AUSTRALIA) PTY LTD,20051316584,2921,3885,5,5.0,5.0
30,VEOLIA WATER AUSTRALIA PTY LTD,99061161279,2811,3483,5,5.0,5.0
31,VERMILION OIL & GAS AUSTRALIA PTY LTD,29113023591,0700,3440,5,5.0,5.0
32,VISY INDUSTRIES AUSTRALIA PTY LTD,74004337615,2922,3628,5,5.0,5.0
33,FULTON HOGAN CONSTRUCTION PTY LTD,46010240758,0990,73,5,4.11,4.64
34,BCD TECHNOLOGIES,51010873855,2921,1113,5,4.01,4.6
35,EARTHPOWER TECHNOLOGIES SYDNEY PTY LTD,71085528427,2921,293,5,3.71,4.48
36,TRANSWASTE TECHNOLOGIES PTY LTD,88078935109,2921,279,5,3.7,4.48
37,CS ENERGY LTD,54078848745,2611,306,5,3.63,4.45
38,THE TRUSTEE FOR SHREEM TRUST,99289331050,0171,1122,5,3.49,4.4
39,TRUSTEE FOR THE KEMBAH TRUST,87459942467,0171,1122,5,3.49,4.4
40,CRISTAL PIGMENT AUSTRALIA LTD,50008683627,2921,209,5,3.38,4.35
41,LMS ENERGY PTY LTD,39059428474,2922,238,5,3.22,4.29
42,MAIN CONSTRUCTIONS PTY LTD,58129163873,0171,170,5,3.05,4.22
43,NATIONAL POWER AUSTRALIA INVESTMENTS LIMITED,51075257537,2611,130,5,3.04,4.22
44,QUARRY SOLUTIONS PTY LTD,13133700848,0990,466,5,2.49,4.0
45,SUEZ MEDICAL SOLUTIONS PTY LTD,54119885700,2921,506,5,2.5,4.0
46,UNIMIN AUSTRALIA LIMITED,20000971844,0990,105,5,2.44,3.98
47,ALCOA OF AUSTRALIA LIMITED,93004879298,2922,130,5,2.43,3.97
48,ANGLOGOLD ASHANTI AUSTRALIA LIMITED,42008737424,2811,97,5,2.43,3.97
49,OCEANIC COAL AUSTRALIA LIMITED,39003856782,0600,97,5,2.43,3.97
50,APA OPERATIONS PTY LTD,79123090933,2611,159,5,2.38,3.95
51,HV OPERATIONS PTY LTD,76606478399,0600,159,5,2.38,3.95
52,TEC OPERATIONS PTY LTD,46062135871,2611,159,5,2.38,3.95
53,ENVIROPACIFIC SERVICES PTY LIMITED,43111372064,2922,58,5,2.3,3.92
54,OIL INVESTMENTS PTY LTD,29007603349,0700,173,5,2.27,3.91
55,QUANTUM TECHNICAL SERVICES PTY LTD,23004284315,2921,337,5,2.27,3.91
56,SEPT PTY LTD,94008895672,2611,53,5,2.28,3.91
57,SUEZ WATER PTY LTD & VENTIA UTILITY SERVICES PTY LTD,87254654139,2811,321,5,2.27,3.91
58,THIESS SERVICES PTY LTD,69010725247,2921,301,5,2.28,3.91
59,BARRO GROUP PTY LIMITED,42005105724,0911,296,5,2.26,3.9
60,WOODSIDE ENERGY GLOBAL PTY LTD,97006918832,0700,152,5,2.25,3.9
61,BORAL RESOURCES PTY LTD,46009671809,0911,827,5,2.26,3.9
62,BRADBURY INDUSTRIAL SERVICES PTY LTD,80121279847,2922,301,5,2.26,3.9
63,CERES POULTRY GROUP PTY LTD,32657938728,0171,91,5,2.25,3.9
64,FLINDERS OPERATING SERVICES PTY LTD,36094130837,0600,289,5,2.26,3.9
65,MALABAR HOLDINGS PTY LTD,12884691637,0171,62,5,2.24,3.9
66,MERLIN HOLDINGS PTY LTD,44224164423,0171,52,5,2.24,3.9
67,METRO QUARRY GROUP PTY LTD,64159795703,0911,91,5,2.25,3.9
68,NRG GLADSTONE OPERATING SERVICES PTY LTD,90061519275,2611,291,5,2.26,3.9
69,OAKEY POWER HOLDINGS PTY LTD,56075260794,2611,48,5,2.24,3.9
70,RED MOUNTAIN INFRASTRUCTURE PTY LTD,89115080003,0600,48,5,2.26,3.9
71,SUNSET POWER INTERNATIONAL PTY LTD TRADING AS DELTA ELECTRICITY,75162696335,2611,499,5,2.26,3.9
72,SUSTAINABLE ENERGY INFRASTRUCTURE PTY LTD,50746683694,2611,65,5,2.26,3.9
73,THE TRUSTEE FOR CENTURY FAMILY TRUST,48540836425,0171,289,5,2.24,3.9
74,THE TRUSTEE FOR DRESS CIRCLE FARM UNIT TRUST,63821938039,0171,187,5,2.25,3.9
75,THE TRUSTEE FOR HITECH PRODUCTS MARKETING UNIT TRUST,87004469174,0171,195,5,2.25,3.9
76,THE TRUSTEE FOR J C FAMILY TRUST,74304151145,0171,308,5,2.24,3.9
77,THE TRUSTEE FOR PAUL WEBB FAMILY TRUST,32067665144,0171,287,5,2.24,3.9
78,THE TRUSTEE FOR THE BLOTT FAMILY TRUST,63483865963,0171,289,5,2.24,3.9
79,THE TRUSTEE FOR THE CARTER FAMILY TRUST,45876961432,0171,291,5,2.24,3.9
80,THE TRUSTEE FOR THE NITSCHKE FAMILY TRUST,20628640596,0171,293,5,2.24,3.9
81,VEOLIA WATER SERVICES (ANZ) PTY LTD,64069471334,2811,315,5,2.26,3.9
82,WORLEY POWER SERVICES PTY LTD,50112723181,2611,292,5,2.26,3.9
83,AQUA HOLDINGS ( QLD ) PTY LTD,94253886857,0171,49,5,2.23,3.89
84,DEPARTMENT OF INFRASTRUCTURE TRANSPORT REGIONAL DEVELOPMENT AND COMMUNICATIONS,37862725624,2611,49,5,2.22,3.89
85,DIRECT-SCREENS HOLDINGS PTY. LTD.,29007765371,0911,47,5,2.23,3.89
86,MAHIL PTY LTD,43207443739,0171,56,5,2.22,3.89
87,MYRTEZA HOLDINGS PTY LTD,23668475983,0171,45,5,2.23,3.89
88,REX EDMONDSON NOMINEES PTY LTD & THE TRUSTEE FOR THE REX EDMONDSON TRUST,32559751312,0171,78,5,2.23,3.89
89,ROLLESTON COAL HOLDINGS PTY LTD,69098156702,0600,45,5,2.23,3.89
90,SYNTECH HOLDINGS PTY LTD,21123782445,0600,48,5,2.23,3.89
91,TESLA CORPORATION MANAGEMENT PTY LTD,90135785394,2611,69,5,2.22,3.89
92,THE GRIFFIN COAL MINING COMPANY PTY LIMITED,16008667285,0600,61,5,2.23,3.89
93,THE TRUSTEE FOR JEFFREY P W FAMILY TRUST,81246996923,0171,173,5,2.23,3.89
94,THE TRUSTEE FOR M & J TRELOAR FAMILY TRUST,34678584179,0171,177,5,2.23,3.89
95,THE TRUSTEE FOR PROTEN BROILER TRUST,29490047563,0171,64,5,2.23,3.89
96,THE TRUSTEE FOR PROTEN HANWOOD AND LETHBRIDGE TRUST,77448559735,0171,65,5,2.23,3.89
97,THE TRUSTEE FOR STEVECHRIS FAMILY TRUST,16718263612,0171,172,5,2.23,3.89
98,THE TRUSTEE FOR THE BILLABONG TRUST,78360012214,0171,66,5,2.23,3.89
99,THE TRUSTEE FOR THE BRYMAG TRUST & THE TRUSTEE FOR THE RYMER FAMILY TRUST T/A CHICKENMATE FARMS,16594309986,0171,174,5,2.23,3.89
100,THE TRUSTEE FOR THE DINGLE FAMILY DISCRETIONARY TRUST,86174927714,0171,173,5,2.23,3.89
101,THE TRUSTEE FOR THE LA & JB CROOK FAMILY TRUST,70191005429,0171,175,5,2.23,3.89
102,WILLOWGOLD HOLDINGS PTY LTD,63059866867,0171,45,5,2.23,3.89
103,WIRRAWAY HOLDINGS PTY LTD,56009306021,0171,45,5,2.23,3.89
104,AAM POULTRY RATHDOWNEY PTY LTD,92671732380,0171,13,5,2.2,3.88
105,ABAROO PTY LTD,70008999255,0171,12,5,2.2,3.88
106,ACE WASTE PTY LTD,79010750839,2921,17,5,2.2,3.88
107,ADANI MINING PTY LTD,27145455205,0600,12,5,2.2,3.88
108,AGL GAS STORAGE PTY LTD,27009203463,0700,12,5,2.2,3.88
109,AGL LOY YANG PTY LTD,62077985758,2611,12,5,2.2,3.88
110,AGL MACQUARIE PTY LIMITED,18167859494,2611,27,5,2.21,3.88
111,AGL POWER GENERATION PTY LIMITED,45086586192,2611,10,5,2.2,3.88
112,AGL SA GENERATION PTY LIMITED,84081074204,2611,10,5,2.2,3.88
113,ALINTA ACP PTY LTD,89083692611,2611,16,5,2.2,3.88
114,ALINTA COGENERATION (PINJARRA) PTY LTD,12102893309,2611,12,5,2.2,3.88
115,ALINTA COGENERATION (WAGERUP) PTY LTD,62111280614,2611,12,5,2.2,3.88
116,ALINTA DEBO PTY LTD,66079246423,2611,16,5,2.2,3.88
117,ALLANS CREEK POULTRY FARM PTY LTD,56648171322,0171,12,5,2.2,3.88
118,ALLOP PTY LTD,96010511949,0171,26,5,2.2,3.88
119,ALPAIR PTY LTD,61181456731,0171,12,5,2.2,3.88
120,AMANIKA PTY LTD,30421283799,0171,72,5,2.21,3.88
121,AMAZING INVESTMENTS PTY LTD,24167894724,0171,86,5,2.2,3.88
122,AMAZING INVESTORS NOMINEES PTY. LTD.,80169847054,0171,14,5,2.2,3.88
123,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,73010037564,0600,31,5,2.21,3.88
124,ANGLO COAL (DARTBROOK MANAGEMENT) PTY LTD,62007377577,0600,31,5,2.21,3.88
125,ANGLO COAL (DAWSON MANAGEMENT) PTY LTD,15006746701,0600,31,5,2.21,3.88
126,ARMOUR ENERGY (SURAT BASIN) PTY LTD,61607504905,0700,32,5,2.2,3.88
127,BREMER PASTORAL COMPANY PTY LTD,44011044269,0171,16,5,2.2,3.88
128,ARROW (DAANDINE) PTY LTD,99114927481,0700,12,5,2.2,3.88
129,ARROW (TIPTON) PTY LTD,17114927507,0700,12,5,2.2,3.88
130,ARROW ENERGY PTY LTD,73078521936,0700,34,5,2.2,3.88
131,ASHTON COAL OPERATIONS PTY LIMITED,22078556500,0600,19,5,2.2,3.88
132,ASHTON MINE PTY LTD,32067599302,0990,12,5,2.2,3.88
133,AUNGOOSKA FARM PTY LTD,17146112496,0171,12,5,2.2,3.88
134,AURORA ENERGY (TAMAR VALLEY) PTY LTD,29123391613,2611,32,5,2.2,3.88
135,AUS-10 RHYOLITE PTY LTD,79002325144,0990,24,5,2.21,3.88
136,AUSTAR COAL MINE PTY LTD,67111910822,0600,12,5,2.2,3.88
137,MEPAU PERTH BASIN PTY LTD,74009204031,0700,12,5,2.2,3.88
138,BARTTER ENTERPRISES PTY LIMITED,22000451374,0171,21,5,2.2,3.88
139,BARTTER ENTERPRISES PTY LTD,95002759462,0171,42,5,2.2,3.88
140,BATCHFIRE RESOURCES PTY LTD,84607340189,0600,83,5,2.21,3.88
141,BAW BAW SHIRE COUNCIL,47274526683,2921,46,5,2.21,3.88
142,BAXTER BUSINESS PTY LTD,38099593594,2921,14,5,2.2,3.88
143,BAYRANGE PTY LTD,83003991866,0919,19,5,2.2,3.88
144,BAYVAL PTY LTD,52629135931,0990,12,5,2.2,3.88
145,BEMCOVE PTY LTD,91010843606,2922,12,5,2.2,3.88
146,BGC CONTRACTING PTY LTD,88008766407,0919,81,5,2.21,3.88
147,BHP BILLITON IRON ORE PTY LTD,46008700981,2611,12,5,2.2,3.88
148,BHP BILLITON PTY LTD,49004028077,0700,12,5,2.2,3.88
149,BHP COAL PTY LTD,83010595721,0600,12,5,2.2,3.88
150,BLOOMFIELD COLLIERIES PTY LTD,76000106972,0600,12,5,2.2,3.88
151,BLUE EAGLE RURAL PTY LTD,99096261415,0171,13,5,2.2,3.88
152,BLUEWATERS POWER 1 PTY LTD,93106034879,2611,15,5,2.2,3.88
153,BM ALLIANCE COAL OPERATIONS PTY LTD,67096412752,0600,25,5,2.2,3.88
154,BOGSIDE MINING INDUSTRIES PTY LTD,41114041879,0919,59,5,2.2,3.88
155,BORAL CONSTRUCTION MATERIALS GROUP LTD,15000028080,0911,11,5,2.2,3.88
156,BORAL RESOURCES (COUNTRY) PTY LTD,51000187002,0919,86,5,2.21,3.88
157,BORAL RESOURCES (NSW) PTY LTD,51000756507,0919,95,5,2.21,3.88
158,BOWEN PCI PTY LTD,16653260809,0600,12,5,2.2,3.88
159,BPL ADELAIDE PTY LIMITED,40108037798,0171,13,5,2.2,3.88
160,BRAEMER POWER PROJECT PTY LTD,54113386600,2611,15,5,2.2,3.88
161,BRIDGEPORT (COOPER BASIN) PTY LTD,32163123304,0700,12,5,2.2,3.88
162,BRIDGEPORT (EROMANGA) PTY LTD,82148013469,0700,12,5,2.2,3.88
163,BRIDGEPORT (SURAT BASIN) PTY LTD,81608515939,0700,12,5,2.2,3.88
164,BROADLEA COAL MANAGEMENT P/L FOR VALE AUSTRALIA (CQ) P/L & NEBO CENTRAL COAL P/L,13104885994,0600,26,5,2.21,3.88
165,BROMELTON QUARRY PTY LTD,97144558903,0911,12,5,2.2,3.88
166,BULGA COAL MANAGEMENT PTY LTD,48055534391,0600,31,5,2.21,3.88
167,BURTON COAL PTY LTD,96064159977,0600,12,5,2.2,3.88
168,BUTTAI GRAVEL PTY LTD,47003386570,0990,12,5,2.2,3.88
169,BYERWEN COAL PTY LTD,64133357632,0600,12,5,2.2,3.88
170,CABLE SANDS PTY LTD,49009137142,0990,14,5,2.2,3.88
171,CALLIDE POWER MANAGEMENT PTY LTD,90082468700,2611,34,5,2.21,3.88
172,CAPE FLATTERY SILICA MINES PTY LTD,66000586096,0990,12,5,2.2,3.88
173,READYMIX HOLDINGS PTY LIMITED,87099732297,0911,24,5,2.2,3.88
174,CENTENNIAL ANGUS PLACE PTY LTD,87101508945,0600,12,5,2.2,3.88
175,CENTENNIAL MANDALONG PTY LTD,74101508892,0600,12,5,2.2,3.88
176,CENTENNIAL MYUNA PTY LTD,95101508981,0600,12,5,2.2,3.88
177,CENTENNIAL NEWSTAN PTY LTD,68101508865,0600,12,5,2.2,3.88
178,CENTRAL PETROLEUM (NT) PTY LTD,95009718183,0700,15,5,2.2,3.88
179,CENTRAL PRE-MIX CONCRETE PTY LTD,62008070862,0919,13,5,2.2,3.88
180,CHRIAN ENTERPRISES PTY LTD,48562383651,0171,46,5,2.2,3.88
181,CLARENCE COLLIERY PTY LTD,19001680584,0600,12,5,2.2,3.88
182,STERICORP LIMITED,83060871249,2921,20,5,2.2,3.88
183,TRANSPACIFIC CLEANAWAY PTY LTD,79000164938,2921,19,5,2.2,3.88
184,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,55120175635,2921,34,5,2.21,3.88
185,CLERMONT COAL OPERATIONS PTY LTD,54166342418,0600,25,5,2.2,3.88
186,COCHRANE FARMS PTY LTD,56164811527,0171,12,5,2.2,3.88
187,COMO GLASSHOUSE NO2 PTY LTD,47604272942,2611,12,5,2.2,3.88
188,CONSOLIDATED MINERALS PTY LIMITED,85000727926,0990,10,5,2.2,3.88
189,PACIFIC ENERGY PTY LTD,48081538258,2611,76,5,2.2,3.88
190,COOPER ENERGY (CH) PTY LTD,70615355023,0700,32,5,2.2,3.88
191,COSMO POWER PTY LTD,39078327394,2611,15,5,2.2,3.88
192,CRUSHING INDUSTRIES AUSTRALIA,71127449156,0919,17,5,2.2,3.88
193,CURRAGH QUEENSLAND MINING PTY LTD,55095450418,0600,12,5,2.2,3.88
194,DANIELS HEALTH NSW PTY LTD,53003716256,2921,27,5,2.2,3.88
195,DARWALLA MILLING CO. PTY LTD,64009698631,0171,12,5,2.2,3.88
196,DAVEGALE PTY LTD,16096359527,0911,12,5,2.2,3.88
197,DELTA MINING PTY LTD,74056692883,0600,14,5,2.2,3.88
198,DENDROBIUM COAL PTY LTD,85098744088,0600,12,5,2.2,3.88
199,DENISON GAS (QUEENSLAND) PTY LTD,12616105643,0700,12,5,2.2,3.88
200,DEPARTMENT FOR ENERGY AND MINING,83768683934,2922,12,5,2.21,3.88
201,DIAMANTINA POWER STATION PTY LTD,55149762176,2611,17,5,2.2,3.88
202,DONALDSON COAL PTY LTD,87073088945,0600,14,5,2.2,3.88
203,DRAKE MINE MANAGEMENT PTY LTD,30612261453,0600,31,5,2.21,3.88
204,DUNDOWRAN BLUE METAL QUARRIES PTY. LTD.,58010308479,0911,13,5,2.2,3.88
205,DURALIE COAL PTY LTD,81070318259,0600,12,5,2.2,3.88
206,EAGLE DOWNS COAL MANAGEMENT PTY LTD,78107199619,0600,31,5,2.21,3.88
207,EARTH COMMODITIES GLADSTONE PTY LTD,60110230898,0990,14,5,2.2,3.88
208,EARTH COMMODITIES MACKAY PTY LTD,72121603736,0919,12,5,2.2,3.88
209,EARTH COMMODITIES ROCKHAMPTON PTY LTD,68121825232,0919,12,5,2.2,3.88
210,EAST COAST ELECTRICAL QLD PTY LTD,58077356284,0171,52,5,2.2,3.88
211,EASTERN CREEK OPERATIONS PTY LTD,87105104087,2922,25,5,2.2,3.88
212,EDL (TT) PTY LIMITED,95088169135,2611,12,5,2.2,3.88
213,EDL CSM (NSW) PTY LTD,66064847490,2611,23,5,2.2,3.88
214,EDL CSM (QLD) PTY LTD,48098224269,2611,15,5,2.2,3.88
215,EDL JABIRU PTY LTD,81062117819,2611,12,5,2.2,3.88
216,EDL NGD (QLD) PTY LTD,82076288812,2611,15,5,2.2,3.88
217,EDL NGD (WA) PTY LTD,35070941721,2611,12,5,2.2,3.88
218,EIT NEERABUP POWER PTY LTD & SHELL ENERGY NEERABUP PTY LTD,63218761290,2611,36,5,2.2,3.88
219,ENDEAVOUR COAL PTY LTD,38099830476,0600,18,5,2.2,3.88
220,ENERGYAUSTRALIA NSW PTY LTD,75163935635,2611,24,5,2.2,3.88
221,ENERGY GENERATION PTY LTD,82009017458,2611,33,5,2.2,3.88
222,ENERGYAUSTRALIA ECOGEN PTY LTD,86086589611,2611,13,5,2.2,3.88
223,ENERGYAUSTRALIA HALLETT PTY LTD,42120665643,2611,13,5,2.2,3.88
224,ENERGYAUSTRALIA TALLAWARRA PTY LTD,69081074142,2611,13,5,2.2,3.88
225,ENERGYAUSTRALIA YALLOURN PTY LTD,47065325224,2611,13,5,2.2,3.88
226,ENSHAM RESOURCES PTY LTD,23011048678,0600,83,5,2.21,3.88
227,ERGON ENERGY CORPORATION LIMITED,50087646062,2611,10,5,2.2,3.88
228,ESPERANCE POWER STATION PTY LTD,24086409949,2611,17,5,2.2,3.88
229,EXMOUTH POWER STATION PTY LTD,44102863909,2611,17,5,2.2,3.88
230,FAIRGLEN FARMS PTY LTD,15637689840,0171,12,5,2.2,3.88
231,FAT HEN PTY LTD,98301962401,0171,12,5,2.2,3.88
232,FITZROY COAL MANAGEMENT PTY LTD,15108803461,0600,31,5,2.21,3.88
233,FOXLEIGH MANAGEMENT PTY LTD,27089726492,0600,34,5,2.21,3.88
234,FRIEBERG ENTERPRISES PTY LTD,54083408511,0171,40,5,2.2,3.88
235,FULTON HOGAN INDUSTRIES PTY LTD,54000538689,0919,60,5,2.2,3.88
236,FULTON HOGAN QUARRIES PTY LTD,16004475076,0990,12,5,2.2,3.88
237,G & M SAUZIER PTY LTD,40057273873,0171,13,5,2.2,3.88
238,G AND KR INVESTMENTS PTY LTD,95107372145,0171,98,5,2.21,3.88
239,GOLDING CONTRACTORS PTY LTD,88009734794,0600,27,5,2.21,3.88
240,GRAHAMS QUARRY CEDAR POINT PTY LTD,74138644121,0990,12,5,2.2,3.88
241,GRAYMONT (CALLIOPE) PTY LTD,90000111884,0990,12,5,2.2,3.88
242,GRAYMONT (EXCELSIOR) PTY LTD,72000561311,0990,12,5,2.2,3.88
243,GREAT NORTHERN QLD PTY LTD,30091850298,0990,15,5,2.2,3.88
244,GREAT SOUTHERN ENERGY PTY LTD,40621409201,0600,32,5,2.2,3.88
245,HAIL CREEK COAL PTY LTD,59080002008,0600,12,5,2.2,3.88
246,HUNTER ENVIRO-MINING (OPERATIONS) PTY LIMITED,84096170633,0600,19,5,2.2,3.88
247,HUNTER VALLEY ENERGY COAL PTY LTD,39062894464,0600,32,5,2.2,3.88
248,HURD HAULAGE PTY LTD,61001738709,0990,23,5,2.2,3.88
249,HV COKING COAL PTY LTD,45605492804,0600,12,5,2.2,3.88
250,HY-TEC INDUSTRIES (NORTHERN TERRITORY) PTY LIMITED,11096310824,0990,14,5,2.2,3.88
251,HY-TEC INDUSTRIES (QUEENSLAND) PTY LTD,54102801061,0990,62,5,2.2,3.88
252,HY-TEC INDUSTRIES PTY LTD,90070100702,0919,62,5,2.2,3.88
253,ICHTHYS LNG PTY LTD,42150217299,0700,12,5,2.2,3.88
254,INGHAMS ENTERPRISES PTY. LIMITED,20008447345,0171,21,5,2.2,3.88
255,IPM OPERATION & MAINTENANCE KWINANA PTY LTD,95067541664,2611,401,5,2.2,3.88
256,JADESTONE ENERGY (EAGLE) PTY LTD,98627006679,0700,32,5,2.2,3.88
257,JAX COAL MINE PTY LTD,89133499500,0600,12,5,2.2,3.88
258,JEEBROPILLY COLLIERIES PTY LTD,88010319954,0600,12,5,2.2,3.88
259,JELLINBAH MINING PTY LTD,63052251000,0600,12,5,2.2,3.88
260,JONALA PTY LTD,68118081860,0171,15,5,2.2,3.88
261,KAJAX PTY LTD,79009792205,0171,14,5,2.2,3.88
262,KALIUM LAKES LIMITED PTY LTD,98613656643,0990,21,5,2.2,3.88
263,KELSO RURAL ENTERPRISES PTY LTD,89117886889,0171,37,5,2.2,3.88
264,KESTREL COAL PTY LIMITED,42079044689,0600,15,5,2.2,3.88
265,KINGSFORD FARMS PTY LTD,44577940353,0142,12,5,2.2,3.88
266,LANDFILL GAS & POWER PTY. LTD.,89053919430,2611,15,5,2.2,3.88
267,LANDFILL OPERATIONS PTY LTD,18603300358,2921,34,5,2.21,3.88
268,LATENT PETROLEUM PTY LTD,67121651072,0700,14,5,2.2,3.88
269,LIDDELL COAL OPERATIONS PTY LIMITED,40058857882,0600,19,5,2.2,3.88
270,LOCHARD ENERGY (IONA OPERATIONS) PTY LTD,67608441729,0700,45,5,2.2,3.88
271,LUMO GENERATION SA PTY LTD,87115291042,2611,13,5,2.2,3.88
272,M MINING PTY LTD,59646657963,0600,18,5,2.2,3.88
273,MACH SIX PTY LTD,39157714684,2921,12,5,2.2,3.88
274,MADDINGLEY BROWN COAL PTY LTD,27007397686,2921,12,5,2.2,3.88
275,MARBL LITHIUM OPERATIONS PTY LTD,52637077608,0990,25,5,2.2,3.88
276,MAULES CREEK COAL PTY LTD,70140533875,0600,12,5,2.2,3.88
277,MCG QUARRIES PTY LTD,96119739758,0911,20,5,2.2,3.88
278,MELBOURNE WATER CORPORATION,81945386953,2811,16,5,2.21,3.88
279,MERREDIN ENERGY PTY LTD,62124273025,2611,32,5,2.2,3.88
280,MIDDLEMOUNT COAL PTY LTD,49122348412,0600,12,5,2.2,3.88
281,MILLMERRAN OPERATING CO PTY LTD,68083536181,2611,12,5,2.2,3.88
282,MINARA RESOURCES PTY LIMITED,23060370783,0990,229,5,2.21,3.88
283,MON DESIR PTY LTD,68009187517,0171,12,5,2.2,3.88
284,MONARCH NOMINEES PTY LTD,40974001558,0171,14,5,2.2,3.88
285,MONTAUBAN PTY LTD,38010745310,0171,12,5,2.2,3.88
286,MOOLARBEN COAL OPERATIONS PTY LTD,59077939569,0600,25,5,2.2,3.88
287,MT MARROW BLUE METAL QUARRIES PTY LTD,64004879930,0911,13,5,2.2,3.88
288,NAMOI MINING PTY LTD,24071158373,0600,12,5,2.2,3.88
289,NARRABRI COAL OPERATIONS PTY LTD,76107813963,0600,25,5,2.2,3.88
290,NC COAL COMPANY PTY LIMITED,71079862936,0600,13,5,2.2,3.88
291,NEW ACLAND COAL PTY LTD,90081022380,0600,12,5,2.2,3.88
292,NEW LENTON COAL PTY LTD,48095390079,0600,12,5,2.2,3.88
293,NEW OAKLEIGH COAL PTY LTD,36055151196,0600,12,5,2.2,3.88
294,NEW WILKIE ENERGY PTY LTD,93007683454,0600,32,5,2.2,3.88
295,NEWCASTLE COAL PTY LTD,40074900208,0600,19,5,2.2,3.88
296,NEWGEN BRAEMAR 2 PTY LTD,80127501393,2611,13,5,2.2,3.88
297,NORTH GOONYELLA COAL MINES PTY LTD,20010912526,0600,13,5,2.2,3.88
298,NORTH GOONYELLA COAL PROPERTIES PTY. LTD.,50010879526,0600,14,5,2.2,3.88
299,NT POWER GENERATION PTY LTD,51061314921,2611,16,5,2.2,3.88
300,NUCRUSH PTY LTD,23010119981,0911,12,5,2.2,3.88
301,NUGROW IPSWICH PTY LTD,34124571875,2921,12,5,2.2,3.88
302,ONESTEEL MANUFACTURING PTY LIMITED,42004651325,0919,11,5,2.2,3.88
303,ONSLOW ELECTRIC POWER PTY LTD,73081106176,2611,17,5,2.2,3.88
304,ONSLOW SALT PTY LTD,26050159558,0990,12,5,2.2,3.88
305,ORIGIN ENERGY ERARING PTY LIMITED,31357688069,2611,10,5,2.2,3.88
306,ORIGIN ENERGY URANQUINTY POWER PTY LTD,26120384938,2611,39,5,2.2,3.88
307,ORION MINING PTY LTD,65136602054,0600,12,5,2.2,3.88
308,OSBORNE COGENERATION PTY LTD,89072027331,2611,12,5,2.2,3.88
309,P & E CRANE INVESTMENTS PTY LTD,99243577669,0171,85,5,2.2,3.88
310,P KYME & CO PTY LTD,41008918929,0171,12,5,2.2,3.88
311,PACIFIC ENERGY (PEAKING POWER) PTY LTD,44119925334,2611,71,5,2.2,3.88
312,PAVEWAYS PTY LTD,76009925026,0919,12,5,2.2,3.88
